Investigating the micro-structures of A356 semi-solids based on electromagnetic stirring currents and crucible materials;;Min Heo(Pusan National University);진철규(경남대학교),Joong Suk Roh(Company of Hanju Metal),Chung Gill Kang(Pusan National University);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3807~3813;· Semi-solid materials · Microstructures · Electromagnetic stirring · Crucible materials;;기계공학;0;;10.1007/s12206-020-0831-y;"In this study, the characteristics of microstructures in a liquid state were investigated; these microstructures were produced via electromagnetic stirring using semisolid forming methods. The spherical structures were studied under the application of variable currents using a large electromagnet in order to stir molten metal with a maximum weight of 5-20 kg, which is a range that is commonly used in industries. Moreover, the changes in the microstructures of metal slurries were investigated based on the type of crucible used.
Additionally, the size and roundness of the primary α-Al particles were analyzed according to the variable input current. Crucibles composed of ceramics, SUS304, and HK40 were used for the experiment to measure electromagnetic forces. For the HK40 crucible, the average size of the primary α-Al particles was 67.8 μm and their roundness was 2.4. When a current of 120 A was applied, these values were 21.40 μm and 2.3. Thus, it could be concluded that the stirring was well-executed under an input current of 120 A."
Theoretical and experimental investigations of surface roughness, surface topography, and chip shape in ultrasonic vibration-assisted turning of Inconel 718;;Yingshuai Xu(East China University of Technology);Fei Gao(Zhengzhou Institute of Technology),Ping Zou(Northeastern University),Qinjian Zhang(Beijing Information Science and Technology University),Fanglei Fan1(East China University of Technology);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3791~3806;· Ultrasonic vibration · Turning · Technological parameter · Surface roughness · Surface topography · Chip shape · Inconel 718;;기계공학;0;;10.1007/s12206-020-0830-z;"When processing difficult-to-cut materials, conventional turning (CT) typically suffers from the problems of large cutting force, difficult chip removal, and serious tool wear, resulting in deteriorated processing quality, reduced processing efficiency, and increased processing costs. In addition, special-purpose machine tools used for ultrasonic machining exhibit disadvantages, such as narrow application scope, high manufacturing cost, and poor universality; thus, they are not conducive to being popular in actual production and processing. Accordingly, this study analyzed the characteristics of ultrasonic wave, the mechanism of ultrasonic vibration-assisted turning (UAT), and the formation of a machined surface in UAT. Moreover, the machining system of UAT was established. This system applied an ultrasonic wave vibration device to an engine lathe to meet the requirements of vibration cutting in actual production.
Simultaneously, Inconel 718, a typical and widely used difficult-to-cut material, was selected for the experimental study. The machining effect of UAT was analyzed in detail, including surface roughness, surface topography, and chip shape. Results indicated that ultrasonic amplitude, cutting speed, depth of cut, and feed rate exert considerable influences on the machining effect. UAT can achieve this effect, which is difficult to realize via CT, under the condition of a reasonable selection of technological parameters. This research can provide theoretical support and experimental basis for the development and practical application of UAT."
Machining scheme of aviation bearing bracket based on additive and subtractive hybrid manufacturing;;Yunpeng Xie(Northeastern University);Jianbin Tong(Northeastern University),Yuqiang Fu(Northeastern University),Zhongqi Sheng(Northeastern University);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3775~3790;· Additive manufacturing · Aviation bearing bracket · Hybrid manufacturing · Process planning · Subtractive manufacturing;;기계공학;0;;10.1007/s12206-020-0829-5;Aviation bearing bracket is an important part of aircraft and other aviation products. In this paper, based on additive and subtractive hybrid manufacturing technology with high manufacturing flexibility and high machining accuracy, a machining scheme of aviation bearing bracket is designed. First, milling simulation was carried out to obtain the influence law of different cutting parameters on machining deformation, so as to guide the selection of reasonable finish machining parameters in the subsequent process planning. Then, the temperature field distribution of workpiece in the additive manufacturing was simulated, and the influence of different additive manufacturing parameters on the results was analyzed to determine the parameter selection range. Finally, considering the material utilization rate, machining accuracy, machining efficiency and machinability in the machining process of aviation bearing bracket, and proceeding from additive, subtractive and alternating manufacturing methods, the manufacturing process arrangement and process planning for aviation bearing bracket were designed.
Influence of micro-textured parameters on cutting performance and chip formation of milling Ti6Al4V;;Xin Tong(Harbin University of Science and Technology);Song Yu(Harbin University of Science and Technology);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3767~3774;· Distance from cutting edge · Offset angle · Ball-end milling cutter · Titanium alloys · Chip formation;;기계공학;0;;10.1007/s12206-020-0828-6;"In view of the lack of researches on the influence of micro textures on the cutting performance of milling cutters, this paper studies the cutting performance of the micro-textured ball-end milling cutter, taking the distance from the cutting edge and the offset angle as the influencing factors, and through the comparative test with non-texture cutters, studies the cutting performance and formation of the chip. The results showed that when micro textures are close to the cutting edge, the milling force is larger, while the offset angle had no significant effects on the milling force. The optimized micro-textured parameters are 120 μm and 0.3°.
Compared with the non-texture cutter, the micro-textured cutter had better effects of anti-wear and anti-friction, as well as surface quality of the workpiece. The deformation is more serious when the chip passes the rake face. This paper has some guiding significance for the preliminary design of micro-textured cutters."
Investigations on corrosion resistance behavior in micro-milling of Ti-6Al-4V and Ti-6Al-7Nb alloy: a comparative study;;D. Avinash(PSG College of Technology);S. P. Leo Kumar (PSG College of Technology);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3757~3765;· Corrosion resistance · Micro-milling · Surface roughness · Ti-6Al-4V · Ti-6Al-7Nb;;기계공학;0;;10.1007/s12206-020-0827-7;We compared the corrosion resistance behavior of Ti-6Al-4V and Ti-6Al-7Nb alloy in micro-milling operation. The influence of parameters such as cutting speed (v c ), feed per tooth (f z ) and depth of cut (a p ) on corrosion behavior was analyzed. A total of 18 micro-slots of size 500 μm width and 10 mm length were produced by using Taguchi L 9 based experimental design approach with the help of tungsten carbide flat end-mill cutter. Corrosion studies were performed using a potentiostat in an electrochemical cell with simulated body fluid. Surface morphology study revealed the surface damage before and after corrosion test. A minimal corrosion rate of 11.22 mm/year and 2.99 mm/year was observed for Ti-6Al-4V and Ti-6Al-7Nb, respectively. Ti-6Al-7Nb alloy showed the lowest corrosion rate due to the formation of TiO 2protective layer which offered a higher corrosion resistance.
Accurate prediction method of initial value of high-speed ball bearing model and gyroscopic torque analysis;;Lina Hao(Wuhan University of Technology);Song Deng(Wuhan University of Technology),Dong-Sheng Qian(Wuhan University of Technology),Lin Hua(Wuhan University of Technology);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3745~3755;· Gyroscopic torque · High-speed ball bearings · New iterative algorithm · Prediction of initial values;;기계공학;0;;10.1007/s12206-020-0826-8;An accurate prediction method of initial value of high-speed ball bearing model is studyed and its gyroscopic torque is analyzed. First, a new iterative algorithm for high-speed ball bearings is proposed, in which the effects of gyroscopic torque and centrifugal force are considered. Then, to accurately predict the initial values for the proposed iterative algorithm, the combined displacements of bearings are calculated as the initial values according to the deformation superposition principle. The general applicability of this new iterative algorithm for high-speed ball bearings is demonstrated. Subsequently, the effects of combined loads, rotational speed, moment, and raceway groove curvature radius on the gyroscopic torque are discussed in detail. The results provide valuable guidelines for the reasonable selection of combined loads, rotational speed, and raceway groove curvature radii.
Impact of pinless stirring tools with different shoulder profile designs on friction stir spot welded joints;;Ahmet Atak (Gazi University);;Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3735~3743;· Friction stir spot welding · Magnesium alloy joining · Mechanical feature · Pinless stirring tool · Shoulder profile;;기계공학;0;;10.1007/s12206-020-0825-9;Friction stir welding is commonly used to join metals because it is environmentally friendly and provides higher fatigue strength than electric resistance spot welding, riveted connections, and screw connections. Alternative methods that do not reduce the fatigue strength, such as friction stir spot welding (FSSW), are being investigated. However, several studies have proven that FSSW joints are not sufficiently qualified for industrial usage. Defects such as keyholes, cavities, and cracks that form during classic FSSW with a screw stirring tool have not yet been eliminated. Some studies have demonstrated that the geometry of the stirring tool and the shoulder profile affect the quality of the joint. In this study, five pinless stirring tools with different shoulder profiles were designed to avoid the formation of cavities and cracks. The effect of the stirring tool on the mechanical properties and macro- and microstructural material properties during the joining process were examined.
Molecular dynamics simulation on the phase change of argon molecules between two plates in a wide range of temperature variation;;Youngjin Kim(Pusan National University);Man Yeong Ha(Pusan National University);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3721~3734;· Molecular dynamics simulations · Phase change · Wide temperature variation · Parallel plates;;기계공학;0;;10.1007/s12206-020-0824-x;Understanding the complex physical mechanisms of phase change phenomena such as solidification, evaporation and condensation at the nanoscale depending on the temperature variation in a wide range is very important. This study carried out molecular dynamics simulation to investigate the motion of the argon molecules and their phase changes between the bottom cold and top hot walls whose temperatures cover a wide range of variation from the freezing temperature to the supercritical temperature. The motion of argon molecules and their corresponding final phases of solid, liquid, liquid-gas and supercritical fluid formed in the domain depend on the temperature values at the bottom cold and top hot walls, and were classified into seven different processes. The characteristics of final phases of solid, liquid, liquid-gas and supercritical fluid were analyzed by using the radial distribution function, the surfaceaveraged temperature distribution along the vertical direction and the volume-averaged temperature in the domain for different phases of argon molecules obtained at the final stage of the non-equilibrium simulation. Furthermore, the time history of the average density of argon molecules at the upper domain has also been reported.
Delamination behavior of L-shaped composite beam with manufacturing defects;;Kyeongsik Woo(Chungbuk National University);Biruk F. Nega(University of Nottingham),Douglas S. Cairns(Montana State University),Jim Lua(Global Engineering and Materials, Inc);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3709~3720;· Composite L-shaped beam · Delamination · Manufacturing defects · Pre-crack · Wavy ply;;기계공학;0;;10.1007/s12206-020-0823-y;Composite structures are more susceptible to manufacturing defects than conventional materials. Fiber misalignment, cracks, and voids are typical types of manufacturing defects in laminated composites. Defects can greatly reduce structural integrity and load carrying capacity, so their effects on material and structural strengths must be understood. In this paper, the effect of manufacturing defects on the progressive delamination behavior was studied for carbon/epoxy composite laminated L-beam under four-point bending test conditions. The defects of wavy plies and pure resin that had flowed out were characterized from surface photography and then transformed into finite element modeling using semi-automatic approach to which pre-delamination and void were included. Next, progressive failure analyses were performed with the interface delamination and matrix direction failure accounted for by cohesive zone modeling. Numerical results were examined focusing on the effects of defects on the peak load reduction and the variation of delamination pattern. The stacking sequence effect was also investigated.
Locking-free robust finite element approximation of thin shell-like structures;;이홍우(POSCO);Jin-Rae Cho(Hongik University),김도영(홍익대학교);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3701~3708;· Shell-like structures · Dimensionally reduced 1st-order models · Shear and membrane locking · Degenerated 8-node shell element · Reduced integration · Modification of shear correction factor;;기계공학;0;;10.1007/s12206-020-0822-z;In the structural analysis of thin elastic structures using standard FEMs within the poor approximation space, the numerical results may suffer from the quality deterioration called the locking phenomenon. This situation becomes more crucial for the structures with non-vanishing curvatures, such as arch- and shell-like bodies, owing to the additional membrane constraints. In addition, the choice of unsuitable shear correction factor (SCF), in dimensionally-reduced first-order analysis models, may become an additional source for the quality deterioration. In this context, we here propose a locking-free robust finite element approximation for the robust structural analysis of shell-like structures, by improving the degenerated 8-node shell element. In order to completely overcome the quality deterioration according to the thickness reduction, we combine the reduced integration (RI) and the modified shear correction factor.
Isogeometric analysis of functionally graded CNT-reinforced composite plates based on refined plate theory;;Zhenyu Liu(Zhejiang University);Chuang Wang(Zhejiang University),Guifang Duan(Zhejiang University),Jianrong Tan(Zhejiang University);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3687~3700;· Carbon nanotube-reinforced composites · Isogeometric analysis · Refined plate theory · Bending · Free vibration · Buckling;;기계공학;0;;10.1007/s12206-020-0821-0;A simple and effective approach based on refined plate theory (RPT) is proposed to study the static and free vibration characteristics of functionally graded CNTreinforced composite (FG-CNTRC) plates. Compared to traditional higher order shear deformation theories (HSDTs), the proposed method shows more efficient for FG-CNTRC plates analysis. To solve the C1-continuity requirement of the RPT, we used isogeometric analysis (IGA) to approximate the displacement field, which shows more advantages than the FEA, since it can construct higher-order elements without additional variables. This is an advantage for plate structural analysis because more variables make the calculation cumbersome. Finally, four types of FG-CNTRC plates were investigated and the results show the accuracy and efficiency of the proposed method.
Experimental study on momentum of electrohydrodynamic flow induced by corona discharge in the pin to two cylinder configuration;;Jae Won Lee(Sungkyunkwan University);Dong Kee Sohn(Sungkyunkwan University),Han Seo Ko(Sungkyunkwan University);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3679~3686;· Electrohydrodynamic (EHD) · Corona discharge · Townsend relation · Flow control;;기계공학;0;;10.1007/s12206-020-0820-1;Electrohydrodynamic (EHD) flow is an extremely efficient method of using high voltage to generate gas momentum, this approach has various strong points due to the system not having any mechanical component. There has been a lot of research about the locations of discharge points in EHD. However, only one-dimensional shifting has been identified using empirical relations. The Townsend relation between current and voltage shows stable corona discharge into gas. Also, momentum of EHD flow has a linear relationship with the square root of the current an can be expressed by an empirical equation. In this study, two-dimensional shifting of the discahrge point was carried out to uncover the relationship between discharge point and flow, which tackes account of not onlu axial but also lateral distances while using a pin to two cylinder configuration. As a result, the characteristics of EHD flow can be modeled and expressed as a function of a distance parameter. Therefore, an empirical relation of momentum with the experimental variables was derived.
Numerical analysis of the formation mechanism and suppression method of the reverse flow in a semi-open centrifugal pump;;Like Wang(Xi'an University of Technology);Jinling Lu(Xi'an University of Technology),Weili Liao(Xi'an University of Technology),Wei Wang(Xi'an University of Technology),Jianjun Feng(Xi’an University of Technology),Yaping Zhao(Xi’an University of Technology);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3667~3678;· Centrifugal pump · Reverse flow · Circumferential groove · Numerical simulation · Pressure fluctuation;;기계공학;0;;10.1007/s12206-020-0819-7;Reverse flow has a detrimental effect on the stable and safe operation of centrifugal pumps. To study the formation mechanism and suppression of the reverse flow, a semi-open centrifugal pump with circumferential groove in the shroud was simulated. Then, the flow field and pressure fluctuation were analysed. The absolute flow angle at the blade inlet nearing the shroud was close to 180° because of the joint action of the leakage flow and blade inlet impact under low flow rate. This phenomenon resulted in the formation of a low-speed region and the reverse flow and low-frequency pressure fluctuation. The circumferential groove provided a channel for the leakage flow, which could quickly pass through the groove, and reduced the absolute flow angle at the blade inlet nearing the shroud and weakened the trend of the tip leakage flow to upstream. The low-frequency pressure pulsation was eliminated, and the amplitude of the blade passing frequency was reduced under 0.7 Q d (Q d is the design flow rate). The reverse flow thickness coefficient became zero with the circumferential groove. The proportion of the reverse flow volume to the volume of inlet pipe decreased from 14.7 % to 2.2 % under 0.4 Q d . This research indicated that the circumferential groove arranged in the shroud could effectively suppress or eliminate reverse flow.
Investigation on characteristics of pressure fluctuation in a centrifugal pump with clearance flow;;Lulu Zheng(Henan Institute of Technology);Xiaoping Chen(Zhejiang Sci-Tech University),Wei Zhang(Zhejiang Sci-Tech University),Zu-chao Zhu(Zhejiang Sci-Tech University),Jinglei Qu(Henan Institute of Technology),Mengmeng Wang(Henan Institute of Technology),Xiaojie Ma(Henan Institute of Technology),Xueli Cheng(Henan Institute of Technology);Journal of Mechanical Science and Technology;Journal of Mechanical Science and Technology;대한기계학회;;202009;34(9);pp.3657~3666;· Centrifugal pump · Clearance flow · Frequency spectra · Numerical calculation · Pressure fluctuation;;기계공학;0;;10.1007/s12206-020-0818-8;"Clearance flow has great impact on pressure fluctuation of centrifugal pumps.
Numerical calculations are performed to study the pressure fluctuation characteristics of centrifugal pump with wear ring clearance, especially in the regions of interaction between main flow and clearance flow (IMC) and clearance. The accuracy of numerical calculations is illustrated by comparing the experiments of performance and pressure fluctuation. Results show that, in clearance region the pressure fluctuation is still governed by blade passing frequency (f BPF ). Its amplitude of dominate frequency of pressure fluctuation becomes larger as the probe approaches the impeller exit. In IMC region, the pressure fluctuation at impeller outlet is dominated by f BPF . However, the dominate frequency at the entrance of impeller is less than f BPF . In addition, as the flow rate increased, the amplitude of dominate frequency of pressure fluctuation increases at impeller entrance, whereas an inverse trend is observed at wear ring clearance region."
